10013_left.jpeg,[1.2938016e-04 2.2252763e-08 9.9983633e-01 1.0155256e-05 2.4053117e-05]
10015_left.jpeg,[0.3421843  0.04644876 0.561251   0.04433234 0.00578362]
10029_right.jpeg,[3.8161474e-01 1.9770601e-01 4.2059132e-01 8.2531107e-05 5.3828649e-06]
10050_left.jpeg,[0.44846156 0.19077869 0.3169393  0.02033855 0.02348192]
10053_right.jpeg,[0.29030314 0.01767015 0.56935406 0.0035979  0.11907479]
100_left.jpeg,[0.69304734 0.14819862 0.15388726 0.00210114 0.0027657 ]
10134_right._aug_5.jpeg,[1.9239996e-01 2.8670996e-01 5.2017546e-01 5.8594398e-04 1.2866915e-04]
10141_right.jpeg,[0.42732158 0.1444999  0.42553625 0.00177845 0.00086373]
10163_right.jpeg,[0.6501509  0.06797507 0.23523618 0.02184479 0.0247931 ]
10212_right._aug_8.jpeg,[2.4896719e-01 4.0490288e-01 3.4045374e-01 5.4845405e-03 1.9165814e-04]
1021_left._aug_2.jpeg,[0.38804224 0.27922294 0.30529314 0.02044916 0.00699251]
10232_left.jpeg,[0.48385674 0.1774611  0.3313559  0.00406117 0.00326507]
10263_right.jpeg,[3.5527402e-01 7.5754680e-02 5.3415817e-01 3.4428362e-02 3.8471690e-04]
10293_left.jpeg,[0.6813957  0.05283181 0.21131696 0.0170399  0.03741568]
10293_right.jpeg,[7.6976281e-01 9.0744875e-02 1.3656406e-01 2.4314709e-03 4.9681898e-04]
1029_left.jpeg,[8.0338424e-01 7.9429030e-02 1.1715091e-01 2.1130643e-05 1.4743958e-05]
10305_left.jpeg,[4.8888150e-01 1.8827373e-01 3.2243767e-01 2.1386387e-04 1.9329754e-04]
10353_right.jpeg,[5.1450843e-01 4.2773885e-01 5.6900941e-02 8.5176708e-04 7.3345568e-08]
1035_left.jpeg,[5.8647567e-01 3.6860818e-01 4.4297401e-02 1.2774317e-04 4.9095758e-04]
10363_right.jpeg,[0.18074255 0.00718628 0.73793256 0.05685402 0.01728452]
10377_right._aug_6.jpeg,[1.0892721e-05 1.1580234e-05 2.0138493e-03 9.9748552e-01 4.7817852e-04]
10403_left._aug_10.jpeg,[0.02874659 0.34241945 0.62693083 0.00119058 0.00071255]
10403_right._aug_19.jpeg,[1.9386546e-04 1.9715227e-01 1.2957619e-02 6.5200222e-01 1.3769393e-01]
10409_right._aug_10.jpeg,[0.00389566 0.09709564 0.43264467 0.41589218 0.05047185]
10427_right._aug_13.jpeg,[0.02301712 0.02581729 0.114382   0.83477455 0.00200895]
10451_right._aug_6.jpeg,[0.25538212 0.49900284 0.22873373 0.0129803  0.00390103]
10452_left.jpeg,[4.9790242e-01 3.4231871e-01 1.3948539e-01 2.0186676e-02 1.0683898e-04]
1047_left.jpeg,[2.5853249e-01 3.3645738e-02 7.0776826e-01 1.6790122e-05 3.6750756e-05]
10484_right.jpeg,[9.3408090e-01 1.5515946e-02 3.5283696e-02 5.4855202e-04 1.4570835e-02]
10502_left.jpeg,[4.8320952e-01 6.1036292e-02 4.5373338e-01 2.0160493e-03 4.7059984e-06]
10529_left.jpeg,[0.6484724  0.25552452 0.0675215  0.02702258 0.00145893]
10534_left._aug_19.jpeg,[1.2396185e-02 2.4859275e-05 8.8827997e-01 9.9290937e-02 8.0888240e-06]
10550_left.jpeg,[3.7451783e-01 2.0554131e-01 4.1602316e-01 3.8797928e-03 3.7906149e-05]
10553_right.jpeg,[0.29424605 0.00083412 0.49632692 0.20593643 0.0026565 ]
10585_left._aug_14.jpeg,[7.2393119e-01 2.0721462e-01 1.6049663e-02 5.2804437e-02 6.3117376e-08]
1058_left._aug_13.jpeg,[0.01442249 0.1284575  0.10823392 0.7463972  0.00248894]
1061_right.jpeg,[9.3421054e-01 2.2834077e-02 4.1876875e-02 1.0657074e-03 1.2785378e-05]
10636_left.jpeg,[9.2215997e-01 2.9868877e-02 4.7292206e-02 6.7111594e-04 7.7540744e-06]
10636_right._aug_27.jpeg,[5.7824150e-02 1.2552623e-01 8.1106222e-01 5.3421403e-03 2.4528537e-04]
10646_right.jpeg,[7.4445909e-01 9.5966540e-02 1.5957408e-01 3.8073929e-07 2.5286809e-08]
10660_left.jpeg,[6.4742827e-01 1.5462196e-01 1.9792618e-01 2.0503954e-05 3.0854537e-06]
10698_right.jpeg,[0.2366854  0.0085485  0.27166706 0.47282597 0.01027307]
10722_left.jpeg,[2.0568718e-01 2.5372493e-01 5.3790051e-01 2.6375770e-03 4.9823670e-05]
1073_right.jpeg,[3.3404186e-01 6.2232174e-02 6.0281467e-01 9.0164162e-04 9.6071553e-06]
1075_right.jpeg,[7.8115565e-01 1.2103068e-01 9.3609139e-02 3.6445577e-03 5.5989315e-04]
10772_left._aug_17.jpeg,[0.3090272  0.29601136 0.24249074 0.08327336 0.06919741]
